FIPS,FIPSTEXT,y17_M110_valueText,y17_M110_classRange,y17_M110_valueNumeric,y17_M111_valueText,y17_M111_classRange,y17_M111_valueNumeric,y17_M112_valueText,y17_M112_classRange,y17_M112_valueNumeric,y17_M113_valueText,y17_M113_classRange,y17_M113_valueNumeric,y17_M114_valueText,y17_M114_classRange,y17_M114_valueNumeric,y17_M115_valueText,y17_M115_classRange,y17_M115_valueNumeric,y17_M116_valueText,y17_M116_classRange,y17_M116_valueNumeric,y17_M117_valueText,y17_M117_classRange,y17_M117_valueNumeric,y17_M118_valueText,y17_M118_classRange,y17_M118_valueNumeric,y17_M119_valueText,y17_M119_classRange,y17_M119_valueNumeric,y17_M120_valueText,y17_M120_classRange,y17_M120_valueNumeric,y17_M121_valueText,y17_M121_classRange,y17_M121_valueNumeric,y17_M122_valueText,y17_M122_classRange,y17_M122_valueNumeric
30101,30101,-0.61,Negligible Change,-0.61,2,Less than 10,2.00,12388,"10,000 - 24,999",12388.00,67.90,65 or more,67.90,0.70,Sparse Data,0.70,-0.19,Sparse Data,-0.19,11077,"Less than 20,000",11077.00,(D),Sparse Data,,-0.49,Negligible Change,-0.49,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,(D),"1,500 - 1,999",
30103,30103,0.06,Sparse Data,0.06,5,Less than 10,5.00,13429,"10,000 - 24,999",13429.00,47.33,45 - 54,47.33,(D),Sparse Data,,(D),Sparse Data,,17426,"Less than 20,000",17426.00,(D),Sparse Data,,(D),Sparse Data,,20,Less than 100,20.00,20,Less than 100,20.00,0,Less than 100,0.00,246,100 - 499,246.00
30105,30105,-0.19,Negligible Change,-0.19,4,Less than 10,4.00,38129,"25,000 - 49,999",38129.00,61.67,55 - 64,61.67,(D),Sparse Data,,(D),Sparse Data,,48052,"20,000 - 49,999",48052.00,(D),Sparse Data,,-1.13,Sparse Data,-1.13,14,Less than 100,14.00,14,Less than 100,14.00,0,Less than 100,0.00,631,500 - 999,631.00
30107,30107,0.12,Sparse Data,0.12,5,Less than 10,5.00,23811,"10,000 - 24,999",23811.00,55.37,55 - 64,55.37,(D),Sparse Data,,(D),Sparse Data,,24106,"20,000 - 49,999",24106.00,7.91,Sparse Data,7.91,0.26,Negligible Change,0.26,340,100 - 499,340.00,60,Less than 100,60.00,280,100 - 499,280.00,462,100 - 499,462.00
30109,30109,-0.54,Negligible Change,-0.54,4,Less than 10,4.00,13502,"10,000 - 24,999",13502.00,64.14,55 - 64,64.14,(D),Sparse Data,,(D),Sparse Data,,12552,"Less than 20,000",12552.00,0.00,Sparse Data,0.00,2.28,Significant Increase,2.28,126,100 - 499,126.00,0,Less than 100,0.00,126,100 - 499,126.00,220,100 - 499,220.00
30111,30111,-0.24,Negligible Change,-0.24,7,Less than 10,7.00,37157,"25,000 - 49,999",37157.00,33.56,20 - 34,33.56,(D),Sparse Data,,(D),Sparse Data,,84590,"50,000 - 99,999",84590.00,(D),Sparse Data,,-0.55,Negligible Change,-0.55,834,500 - 999,834.00,232,100 - 499,232.00,551,500 - 999,551.00,3400,"2,000 or more",3400.00
31001,31001,0.33,Negligible Change,0.33,19,10 - 24,19.00,9034,"Less than 10,000",9034.00,13.63,Less than 20,13.63,(D),Sparse Data,,(D),Negligible Change,,138592,"100,000 - 249,999",138592.00,0.54,Sparse Data,0.54,0.57,Negligible Change,0.57,172,100 - 499,172.00,(D),Less than 100,,(D),100 - 499,,350,100 - 499,350.00
31003,31003,0.59,Negligible Change,0.59,28,25 - 49,28.00,31723,"25,000 - 49,999",31723.00,22.93,20 - 34,22.93,0.02,Sparse Data,0.02,0.56,Negligible Change,0.56,170431,"100,000 - 249,999",170431.00,-0.27,Sparse Data,-0.27,-0.77,Sparse Data,-0.77,151,100 - 499,151.00,48,Less than 100,48.00,103,100 - 499,103.00,487,100 - 499,487.00
31005,31005,0.93,Negligible Change,0.93,8,Less than 10,8.00,18616,"10,000 - 24,999",18616.00,52.18,45 - 54,52.18,(D),Sparse Data,,(D),Negligible Change,,20760,"20,000 - 49,999",20760.00,(D),Sparse Data,,0.00,Sparse Data,0.00,101,100 - 499,101.00,0,Less than 100,0.00,101,100 - 499,101.00,614,500 - 999,614.00
31007,31007,-0.32,Negligible Change,-0.32,12,10 - 24,12.00,14335,"10,000 - 24,999",14335.00,29.17,20 - 34,29.17,0.00,Sparse Data,0.00,0.30,Negligible Change,0.30,51142,"50,000 - 99,999",51142.00,(D),Sparse Data,,(D),Sparse Data,,340,100 - 499,340.00,0,Less than 100,0.00,(D),100 - 499,,483,100 - 499,483.00
31009,31009,-0.02,Sparse Data,-0.02,12,10 - 24,12.00,21365,"10,000 - 24,999",21365.00,49.40,45 - 54,49.40,(D),Sparse Data,,(D),Negligible Change,,24472,"20,000 - 49,999",24472.00,(D),Sparse Data,,(D),Sparse Data,,(D),100 - 499,,(D),Less than 100,,(D),100 - 499,,270,100 - 499,270.00
31011,31011,-0.30,Negligible Change,-0.30,20,10 - 24,20.00,16901,"10,000 - 24,999",16901.00,19.29,Less than 20,19.29,(D),Sparse Data,,(D),Sparse Data,,130163,"100,000 - 249,999",130163.00,-0.02,Sparse Data,-0.02,-0.47,Sparse Data,-0.47,186,100 - 499,186.00,(D),Less than 100,,124,100 - 499,124.00,252,100 - 499,252.00
31013,31013,-0.89,Negligible Change,-0.89,8,Less than 10,8.00,20919,"10,000 - 24,999",20919.00,38.74,35 - 44,38.74,(D),Sparse Data,,(D),Negligible Change,,49568,"20,000 - 49,999",49568.00,0.94,Sparse Data,0.94,1.19,Slight Increase,1.19,124,100 - 499,124.00,36,Less than 100,36.00,(D),Less than 100,,484,100 - 499,484.00
31015,31015,0.84,Negligible Change,0.84,19,10 - 24,19.00,24547,"10,000 - 24,999",24547.00,39.10,35 - 44,39.10,0.17,Sparse Data,0.17,0.44,Negligible Change,0.44,49632,"20,000 - 49,999",49632.00,1.85,Sparse Data,1.85,(D),Sparse Data,,16,Less than 100,16.00,0,Less than 100,0.00,16,Less than 100,16.00,301,100 - 499,301.00
31017,31017,0.34,Negligible Change,0.34,22,10 - 24,22.00,30902,"25,000 - 49,999",30902.00,22.58,20 - 34,22.58,-2.21,Sparse Data,-2.21,-0.06,Sparse Data,-0.06,161705,"100,000 - 249,999",161705.00,(D),Significant Increase,,(D),Negligible Change,,28,Less than 100,28.00,0,Less than 100,0.00,28,Less than 100,28.00,1085,"1,000 - 1,499",1085.00
31019,31019,-0.35,Negligible Change,-0.35,18,10 - 24,18.00,38816,"25,000 - 49,999",38816.00,41.08,35 - 44,41.08,(D),Sparse Data,,(D),Negligible Change,,104561,"100,000 - 249,999",104561.00,-0.90,Sparse Data,-0.90,-0.61,Negligible Change,-0.61,1490,"1,000 - 1,499",1490.00,32,Less than 100,32.00,1458,"1,000 - 1,499",1458.00,701,500 - 999,701.00
31021,31021,1.05,Slight Increase,1.05,12,10 - 24,12.00,6648,"Less than 10,000",6648.00,18.20,Less than 20,18.20,0.00,Sparse Data,0.00,0.92,Negligible Change,0.92,63937,"50,000 - 99,999",63937.00,2.99,Significant Increase,2.99,0.04,Sparse Data,0.04,927,500 - 999,927.00,84,Less than 100,84.00,843,500 - 999,843.00,286,100 - 499,286.00
31023,31023,0.35,Negligible Change,0.35,10,10 - 24,10.00,21126,"10,000 - 24,999",21126.00,55.09,55 - 64,55.09,(D),Sparse Data,,(D),Negligible Change,,26494,"20,000 - 49,999",26494.00,1.35,Slight Increase,1.35,-0.56,Negligible Change,-0.56,447,100 - 499,447.00,(D),100 - 499,,326,100 - 499,326.00,205,100 - 499,205.00
31025,31025,-0.18,Sparse Data,-0.18,3,Less than 10,3.00,5547,"Less than 10,000",5547.00,59.97,55 - 64,59.97,(D),Sparse Data,,(D),Negligible Change,,8645,"Less than 20,000",8645.00,1.82,Sparse Data,1.82,0.05,Sparse Data,0.05,360,100 - 499,360.00,133,100 - 499,133.00,227,100 - 499,227.00,625,500 - 999,625.00
31027,31027,-0.49,Negligible Change,-0.49,22,10 - 24,22.00,23136,"10,000 - 24,999",23136.00,22.34,20 - 34,22.34,0.91,Negligible Change,0.91,-0.41,Negligible Change,-0.41,127021,"100,000 - 249,999",127021.00,0.13,Sparse Data,0.13,0.59,Negligible Change,0.59,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,281,100 - 499,281.00
31029,31029,0.72,Negligible Change,0.72,23,10 - 24,23.00,16672,"10,000 - 24,999",16672.00,12.89,Less than 20,12.89,(D),Sparse Data,,(D),Sparse Data,,171578,"100,000 - 249,999",171578.00,(D),Sparse Data,,(D),Sparse Data,,(D),500 - 999,,0,Less than 100,0.00,(D),500 - 999,,346,100 - 499,346.00
31031,31031,0.25,Negligible Change,0.25,8,Less than 10,8.00,163577,"100,000 - 299,999",163577.00,57.48,55 - 64,57.48,(D),Sparse Data,,(D),Negligible Change,,179602,"100,000 - 249,999",179602.00,-1.47,Sparse Data,-1.47,(D),Sparse Data,,120,100 - 499,120.00,(D),Less than 100,,(D),100 - 499,,2470,"2,000 or more",2470.00
31033,31033,-0.86,Negligible Change,-0.86,6,Less than 10,6.00,9106,"Less than 10,000",9106.00,20.56,20 - 34,20.56,0.00,Sparse Data,0.00,-0.76,Negligible Change,-0.76,68404,"50,000 - 99,999",68404.00,-11.55,Sparse Data,-11.55,0.85,Sparse Data,0.85,79,Less than 100,79.00,0,Less than 100,0.00,79,Less than 100,79.00,363,100 - 499,363.00
31035,31035,0.55,Negligible Change,0.55,19,10 - 24,19.00,11989,"10,000 - 24,999",11989.00,19.33,Less than 20,19.33,(D),Sparse Data,,(D),Negligible Change,,72087,"50,000 - 99,999",72087.00,(D),Negligible Change,,-0.05,Sparse Data,-0.05,123,100 - 499,123.00,46,Less than 100,46.00,77,Less than 100,77.00,349,100 - 499,349.00
31037,31037,-0.37,Negligible Change,-0.37,29,25 - 49,29.00,11420,"10,000 - 24,999",11420.00,14.90,Less than 20,14.90,-1.27,Sparse Data,-1.27,0.05,Sparse Data,0.05,117120,"100,000 - 249,999",117120.00,0.23,Sparse Data,0.23,0.62,Sparse Data,0.62,390,100 - 499,390.00,0,Less than 100,0.00,390,100 - 499,390.00,289,100 - 499,289.00
31039,31039,0.24,Negligible Change,0.24,89,50 or more,89.00,12415,"10,000 - 24,999",12415.00,3.85,Less than 20,3.85,1.58,Slight Increase,1.58,-0.47,Negligible Change,-0.47,568098,"500,000 or more",568098.00,0.61,Negligible Change,0.61,-0.25,Sparse Data,-0.25,426,100 - 499,426.00,110,100 - 499,110.00,316,100 - 499,316.00,380,100 - 499,380.00
31041,31041,0.37,Negligible Change,0.37,22,10 - 24,22.00,97013,"50,000 - 99,999",97013.00,29.40,20 - 34,29.40,(D),Sparse Data,,(D),Negligible Change,,393356,"250,000 - 499,999",393356.00,(D),Slight Increase,,-0.48,Negligible Change,-0.48,1040,"1,000 - 1,499",1040.00,50,Less than 100,50.00,990,500 - 999,990.00,1849,"1,500 - 1,999",1849.00
31043,31043,-0.28,Sparse Data,-0.28,4,Less than 10,4.00,4070,"Less than 10,000",4070.00,60.37,55 - 64,60.37,(D),Sparse Data,,(D),Sparse Data,,4531,"Less than 20,000",4531.00,(D),Sparse Data,,-0.14,Sparse Data,-0.14,116,100 - 499,116.00,50,Less than 100,50.00,66,Less than 100,66.00,168,100 - 499,168.00
31045,31045,-0.28,Negligible Change,-0.28,8,Less than 10,8.00,32348,"25,000 - 49,999",32348.00,53.11,45 - 54,53.11,-3.88,Sparse Data,-3.88,0.48,Negligible Change,0.48,42566,"20,000 - 49,999",42566.00,(D),Sparse Data,,0.84,Negligible Change,0.84,611,500 - 999,611.00,77,Less than 100,77.00,534,500 - 999,534.00,1074,"1,000 - 1,499",1074.00
31047,31047,-0.07,Negligible Change,-0.07,38,25 - 49,38.00,37045,"25,000 - 49,999",37045.00,15.91,Less than 20,15.91,(D),Sparse Data,,(D),Negligible Change,,352217,"250,000 - 499,999",352217.00,1.51,Slight Increase,1.51,0.31,Sparse Data,0.31,405,100 - 499,405.00,210,100 - 499,210.00,(D),100 - 499,,840,500 - 999,840.00
31049,31049,1.12,Slight Increase,1.12,10,10 - 24,10.00,5802,"Less than 10,000",5802.00,21.45,20 - 34,21.45,1.44,Sparse Data,1.44,1.04,Slight Increase,1.04,25297,"20,000 - 49,999",25297.00,-9.94,Sparse Data,-9.94,(D),Sparse Data,,216,100 - 499,216.00,5,Less than 100,5.00,211,100 - 499,211.00,140,100 - 499,140.00
31051,31051,-0.06,Sparse Data,-0.06,16,10 - 24,16.00,18160,"10,000 - 24,999",18160.00,40.01,35 - 44,40.01,(D),Significant Increase,,(D),Negligible Change,,58764,"50,000 - 99,999",58764.00,0.26,Sparse Data,0.26,0.64,Negligible Change,0.64,41,Less than 100,41.00,(D),Less than 100,,(D),Less than 100,,372,100 - 499,372.00
31053,31053,-0.06,Sparse Data,-0.06,12,10 - 24,12.00,4790,"Less than 10,000",4790.00,11.73,Less than 20,11.73,(D),Sparse Data,,(D),Sparse Data,,53601,"50,000 - 99,999",53601.00,-8.26,Significant Decrease,-8.26,-0.07,Sparse Data,-0.07,233,100 - 499,233.00,(D),Less than 100,,141,100 - 499,141.00,302,100 - 499,302.00
31055,31055,-1.16,Sparse Data,-1.16,3,Less than 10,3.00,1544,"Less than 10,000",1544.00,67.48,65 or more,67.48,(D),Sparse Data,,(D),Sparse Data,,2089,"Less than 20,000",2089.00,(D),Sparse Data,,-0.09,Sparse Data,-0.09,322,100 - 499,322.00,0,Less than 100,0.00,322,100 - 499,322.00,1066,"1,000 - 1,499",1066.00
31057,31057,1.06,Slight Increase,1.06,18,10 - 24,18.00,23203,"10,000 - 24,999",23203.00,23.81,20 - 34,23.81,0.00,Sparse Data,0.00,1.12,Slight Increase,1.12,99293,"50,000 - 99,999",99293.00,1.75,Sparse Data,1.75,(D),Sparse Data,,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,584,500 - 999,584.00
31059,31059,-0.71,Negligible Change,-0.71,7,Less than 10,7.00,6225,"Less than 10,000",6225.00,25.23,20 - 34,25.23,(D),Sparse Data,,(D),Slight Increase,,34706,"20,000 - 49,999",34706.00,-1.32,Sparse Data,-1.32,-0.38,Sparse Data,-0.38,130,100 - 499,130.00,29,Less than 100,29.00,101,100 - 499,101.00,105,100 - 499,105.00
31061,31061,0.29,Sparse Data,0.29,8,Less than 10,8.00,15371,"10,000 - 24,999",15371.00,59.71,55 - 64,59.71,-4.53,Sparse Data,-4.53,-0.09,Sparse Data,-0.09,15691,"Less than 20,000",15691.00,-5.56,Sparse Data,-5.56,-0.47,Sparse Data,-0.47,126,100 - 499,126.00,0,Less than 100,0.00,126,100 - 499,126.00,188,100 - 499,188.00
31063,31063,-0.06,Sparse Data,-0.06,12,10 - 24,12.00,25950,"25,000 - 49,999",25950.00,46.18,45 - 54,46.18,3.04,Sparse Data,3.04,0.07,Sparse Data,0.07,46003,"20,000 - 49,999",46003.00,-1.73,Sparse Data,-1.73,-0.94,Sparse Data,-0.94,12,Less than 100,12.00,6,Less than 100,6.00,6,Less than 100,6.00,825,500 - 999,825.00
31065,31065,1.10,Slight Increase,1.10,11,10 - 24,11.00,20373,"10,000 - 24,999",20373.00,39.66,35 - 44,39.66,(D),Slight Increase,,(D),Negligible Change,,39714,"20,000 - 49,999",39714.00,(D),Negligible Change,,(D),Sparse Data,,532,500 - 999,532.00,106,100 - 499,106.00,426,100 - 499,426.00,176,100 - 499,176.00
31067,31067,-0.23,Negligible Change,-0.23,6,Less than 10,6.00,11006,"10,000 - 24,999",11006.00,33.85,20 - 34,33.85,-0.14,Sparse Data,-0.14,-0.35,Sparse Data,-0.35,24282,"20,000 - 49,999",24282.00,2.53,Significant Increase,2.53,-0.28,Sparse Data,-0.28,182,100 - 499,182.00,45,Less than 100,45.00,137,100 - 499,137.00,1006,"1,000 - 1,499",1006.00
31069,31069,0.11,Sparse Data,0.11,6,Less than 10,6.00,29992,"25,000 - 49,999",29992.00,46.26,45 - 54,46.26,(D),Sparse Data,,(D),Negligible Change,,42396,"20,000 - 49,999",42396.00,0.88,Sparse Data,0.88,0.85,Sparse Data,0.85,50,Less than 100,50.00,0,Less than 100,0.00,50,Less than 100,50.00,503,500 - 999,503.00
31071,31071,0.48,Negligible Change,0.48,15,10 - 24,15.00,17768,"10,000 - 24,999",17768.00,34.19,20 - 34,34.19,-4.53,Sparse Data,-4.53,0.08,Sparse Data,0.08,36412,"20,000 - 49,999",36412.00,(D),Sparse Data,,1.22,Slight Increase,1.22,24,Less than 100,24.00,0,Less than 100,0.00,24,Less than 100,24.00,805,500 - 999,805.00
31073,31073,0.93,Negligible Change,0.93,13,10 - 24,13.00,15782,"10,000 - 24,999",15782.00,41.86,35 - 44,41.86,(D),Sparse Data,,(D),Slight Increase,,23388,"20,000 - 49,999",23388.00,(D),Sparse Data,,(D),Sparse Data,,280,100 - 499,280.00,0,Less than 100,0.00,280,100 - 499,280.00,192,100 - 499,192.00
31075,31075,0.46,Negligible Change,0.46,7,Less than 10,7.00,23009,"10,000 - 24,999",23009.00,64.41,55 - 64,64.41,(D),Sparse Data,,(D),Slight Increase,,23129,"20,000 - 49,999",23129.00,0.00,Sparse Data,0.00,(D),Sparse Data,,(D),100 - 499,,0,Less than 100,0.00,(D),100 - 499,,420,100 - 499,420.00
31077,31077,0.45,Negligible Change,0.45,21,10 - 24,21.00,29352,"25,000 - 49,999",29352.00,42.18,35 - 44,42.18,-4.53,Sparse Data,-4.53,0.81,Negligible Change,0.81,62792,"50,000 - 99,999",62792.00,(D),Slight Decrease,,-0.89,Negligible Change,-0.89,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,189,100 - 499,189.00
31079,31079,-0.01,Sparse Data,-0.01,21,10 - 24,21.00,14529,"10,000 - 24,999",14529.00,21.23,20 - 34,21.23,(D),Sparse Data,,(D),Slight Increase,,88837,"50,000 - 99,999",88837.00,0.81,Sparse Data,0.81,-1.03,Sparse Data,-1.03,180,100 - 499,180.00,84,Less than 100,84.00,96,Less than 100,96.00,428,100 - 499,428.00
31081,31081,-0.75,Negligible Change,-0.75,10,10 - 24,10.00,4294,"Less than 10,000",4294.00,13.31,Less than 20,13.31,0.00,Sparse Data,0.00,-1.13,Slight Decrease,-1.13,46429,"20,000 - 49,999",46429.00,-0.41,Sparse Data,-0.41,-1.00,Sparse Data,-1.00,267,100 - 499,267.00,93,Less than 100,93.00,174,100 - 499,174.00,513,500 - 999,513.00
31083,31083,0.28,Negligible Change,0.28,15,10 - 24,15.00,14911,"10,000 - 24,999",14911.00,30.78,20 - 34,30.78,-4.53,Sparse Data,-4.53,0.68,Negligible Change,0.68,47503,"20,000 - 49,999",47503.00,(D),Sparse Data,,-0.63,Sparse Data,-0.63,135,100 - 499,135.00,98,Less than 100,98.00,37,Less than 100,37.00,76,Less than 100,76.00
31085,31085,0.54,Negligible Change,0.54,15,10 - 24,15.00,20617,"10,000 - 24,999",20617.00,31.80,20 - 34,31.80,0.00,Sparse Data,0.00,0.83,Negligible Change,0.83,76142,"50,000 - 99,999",76142.00,(D),Sparse Data,,(D),Sparse Data,,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,188,100 - 499,188.00
31087,31087,-0.69,Negligible Change,-0.69,5,Less than 10,5.00,12838,"10,000 - 24,999",12838.00,59.83,55 - 64,59.83,(D),Sparse Data,,(D),Sparse Data,,14489,"Less than 20,000",14489.00,-1.47,Sparse Data,-1.47,-0.19,Sparse Data,-0.19,68,Less than 100,68.00,0,Less than 100,0.00,68,Less than 100,68.00,106,100 - 499,106.00
31089,31089,-0.10,Negligible Change,-0.10,16,10 - 24,16.00,97135,"50,000 - 99,999",97135.00,44.01,35 - 44,44.01,0.47,Sparse Data,0.47,0.33,Negligible Change,0.33,158099,"100,000 - 249,999",158099.00,(D),Significant Decrease,,-0.29,Sparse Data,-0.29,873,500 - 999,873.00,123,100 - 499,123.00,750,500 - 999,750.00,1011,"1,000 - 1,499",1011.00
31091,31091,0.26,Sparse Data,0.26,5,Less than 10,5.00,12923,"10,000 - 24,999",12923.00,55.51,55 - 64,55.51,(D),Sparse Data,,(D),Sparse Data,,13504,"Less than 20,000",13504.00,(D),Sparse Data,,(D),Sparse Data,,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,506,500 - 999,506.00
31093,31093,0.01,Sparse Data,0.01,29,25 - 49,29.00,17877,"10,000 - 24,999",17877.00,22.18,20 - 34,22.18,-3.88,Sparse Data,-3.88,-0.66,Negligible Change,-0.66,99367,"50,000 - 99,999",99367.00,-2.35,Sparse Data,-2.35,-0.98,Negligible Change,-0.98,173,100 - 499,173.00,(D),Less than 100,,134,100 - 499,134.00,423,100 - 499,423.00
31095,31095,0.55,Negligible Change,0.55,10,10 - 24,10.00,14262,"10,000 - 24,999",14262.00,41.15,35 - 44,41.15,-0.11,Sparse Data,-0.11,0.10,Sparse Data,0.10,35914,"20,000 - 49,999",35914.00,(D),Negligible Change,,0.15,Sparse Data,0.15,665,500 - 999,665.00,6,Less than 100,6.00,659,500 - 999,659.00,321,100 - 499,321.00
31097,31097,0.23,Sparse Data,0.23,7,Less than 10,7.00,8442,"Less than 10,000",8442.00,57.06,55 - 64,57.06,3.04,Sparse Data,3.04,0.18,Sparse Data,0.18,9407,"Less than 20,000",9407.00,-2.87,Sparse Data,-2.87,0.44,Sparse Data,0.44,322,100 - 499,322.00,126,100 - 499,126.00,196,100 - 499,196.00,212,100 - 499,212.00
31099,31099,0.46,Negligible Change,0.46,33,25 - 49,33.00,8141,"Less than 10,000",8141.00,8.54,Less than 20,8.54,(D),Sparse Data,,(D),Sparse Data,,133553,"100,000 - 249,999",133553.00,-11.38,Sparse Data,-11.38,0.54,Sparse Data,0.54,227,100 - 499,227.00,0,Less than 100,0.00,227,100 - 499,227.00,240,100 - 499,240.00
31101,31101,-0.16,Negligible Change,-0.16,11,10 - 24,11.00,16856,"10,000 - 24,999",16856.00,32.15,20 - 34,32.15,(D),Sparse Data,,(D),Sparse Data,,58594,"50,000 - 99,999",58594.00,(D),Sparse Data,,(D),Sparse Data,,168,100 - 499,168.00,0,Less than 100,0.00,158,100 - 499,158.00,718,500 - 999,718.00
31103,31103,-0.49,Negligible Change,-0.49,13,10 - 24,13.00,28244,"25,000 - 49,999",28244.00,52.22,45 - 54,52.22,1.23,Sparse Data,1.23,0.11,Sparse Data,0.11,30073,"20,000 - 49,999",30073.00,0.00,Sparse Data,0.00,-0.86,Negligible Change,-0.86,194,100 - 499,194.00,(D),Less than 100,,(D),100 - 499,,251,100 - 499,251.00
31105,31105,-0.27,Sparse Data,-0.27,3,Less than 10,3.00,9130,"Less than 10,000",9130.00,52.48,45 - 54,52.48,0.00,Sparse Data,0.00,-0.22,Sparse Data,-0.22,10742,"Less than 20,000",10742.00,2.57,Sparse Data,2.57,(D),Slight Increase,,111,100 - 499,111.00,75,Less than 100,75.00,36,Less than 100,36.00,575,500 - 999,575.00
31107,31107,0.40,Negligible Change,0.40,23,10 - 24,23.00,53035,"50,000 - 99,999",53035.00,37.62,35 - 44,37.62,0.85,Sparse Data,0.85,0.44,Negligible Change,0.44,98326,"50,000 - 99,999",98326.00,-0.44,Sparse Data,-0.44,0.68,Negligible Change,0.68,1053,"1,000 - 1,499",1053.00,(D),Less than 100,,977,500 - 999,977.00,561,500 - 999,561.00
31109,31109,0.01,Sparse Data,0.01,5,Less than 10,5.00,12668,"10,000 - 24,999",12668.00,58.06,55 - 64,58.06,0.20,Sparse Data,0.20,0.03,Sparse Data,0.03,10539,"Less than 20,000",10539.00,1.72,Sparse Data,1.72,0.16,Sparse Data,0.16,1018,"1,000 - 1,499",1018.00,388,100 - 499,388.00,630,500 - 999,630.00,1888,"1,500 - 1,999",1888.00
31111,31111,0.38,Negligible Change,0.38,22,10 - 24,22.00,80237,"50,000 - 99,999",80237.00,26.37,20 - 34,26.37,(D),Sparse Data,,(D),Negligible Change,,384952,"250,000 - 499,999",384952.00,2.95,Sparse Data,2.95,0.37,Sparse Data,0.37,1647,"1,500 - 1,999",1647.00,126,100 - 499,126.00,1521,"1,500 - 1,999",1521.00,2322,"2,000 or more",2322.00
31113,31113,-0.17,Sparse Data,-0.17,9,Less than 10,9.00,15392,"10,000 - 24,999",15392.00,56.57,55 - 64,56.57,-2.34,Sparse Data,-2.34,0.00,Sparse Data,0.00,17345,"Less than 20,000",17345.00,0.00,Sparse Data,0.00,(D),Sparse Data,,6,Less than 100,6.00,6,Less than 100,6.00,0,Less than 100,0.00,285,100 - 499,285.00
31115,31115,-0.05,Sparse Data,-0.05,10,10 - 24,10.00,11905,"10,000 - 24,999",11905.00,41.16,35 - 44,41.16,(D),Sparse Data,,(D),Negligible Change,,21629,"20,000 - 49,999",21629.00,(D),Sparse Data,,0.59,Sparse Data,0.59,(D),Less than 100,,0,Less than 100,0.00,0,Less than 100,0.00,377,100 - 499,377.00
31117,31117,0.34,Negligible Change,0.34,8,Less than 10,8.00,22905,"10,000 - 24,999",22905.00,56.26,55 - 64,56.26,-4.53,Sparse Data,-4.53,0.70,Negligible Change,0.70,23563,"20,000 - 49,999",23563.00,(D),Sparse Data,,0.00,Sparse Data,0.00,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,399,100 - 499,399.00
31119,31119,-0.78,Negligible Change,-0.78,20,10 - 24,20.00,14532,"10,000 - 24,999",14532.00,20.47,20 - 34,20.47,0.24,Sparse Data,0.24,-0.30,Sparse Data,-0.30,70305,"50,000 - 99,999",70305.00,-0.74,Sparse Data,-0.74,-0.38,Negligible Change,-0.38,85,Less than 100,85.00,0,Less than 100,0.00,85,Less than 100,85.00,204,100 - 499,204.00
31121,31121,0.41,Negligible Change,0.41,21,10 - 24,21.00,12080,"10,000 - 24,999",12080.00,23.38,20 - 34,23.38,(D),Sparse Data,,(D),Sparse Data,,77180,"50,000 - 99,999",77180.00,(D),Sparse Data,,0.65,Sparse Data,0.65,313,100 - 499,313.00,60,Less than 100,60.00,253,100 - 499,253.00,702,500 - 999,702.00
31123,31123,-0.11,Negligible Change,-0.11,18,10 - 24,18.00,34757,"25,000 - 49,999",34757.00,23.24,20 - 34,23.24,-4.10,Sparse Data,-4.10,0.18,Negligible Change,0.18,162228,"100,000 - 249,999",162228.00,2.53,Sparse Data,2.53,-0.47,Sparse Data,-0.47,184,100 - 499,184.00,122,100 - 499,122.00,56,Less than 100,56.00,690,500 - 999,690.00
31125,31125,0.51,Negligible Change,0.51,15,10 - 24,15.00,13568,"10,000 - 24,999",13568.00,40.52,35 - 44,40.52,(D),Sparse Data,,(D),Negligible Change,,30357,"20,000 - 49,999",30357.00,-0.07,Sparse Data,-0.07,0.81,Sparse Data,0.81,55,Less than 100,55.00,0,Less than 100,0.00,55,Less than 100,55.00,93,Less than 100,93.00
31127,31127,-0.41,Sparse Data,-0.41,3,Less than 10,3.00,4340,"Less than 10,000",4340.00,51.17,45 - 54,51.17,(D),Sparse Data,,(D),Sparse Data,,5465,"Less than 20,000",5465.00,-1.48,Sparse Data,-1.48,-0.71,Sparse Data,-0.71,252,100 - 499,252.00,72,Less than 100,72.00,180,100 - 499,180.00,74,Less than 100,74.00
